Name,Price,Rating
"4.34.3 out of 5 stars (554)200+ bought in past month$1,899.99$1,899.99$145.50 deliveryShips to IndiaOnly 3 left in stock (more on the way).",,
More like this,,
"Skytech O11V Gaming PC Desktop, Intel i7 14700K 3.4 GHz (5.5GHz Turbo Boost), NVIDIA RTX 4080 Super 16GB GDDR6X, 2TB Gen4 SSD, 32GB DDR5 RAM 5600 RGB, 1000W Gold ATX 3.0 PSU, 360mm ARGB AIO, Wi-Fi",,
"4.14.1 out of 5 stars (43)$3,099.99$3,099.99",,
"KAMRUI Mini PC Windows 11 Pro, AMD Ryzen 7 PRO 5875U, 16GB DDR4 512GB M.2 SSD Mini Computer, Mini Gaming PC with USB Type-C, Desktop Computer Supports Triple 4K Display, WiFi 6, BT 5.2",,
4.44.4 out of 5 stars (145)100+ bought in past month$399.95$399.95Join Prime to buy this item at $279.95,,
More like this,,
Gaming PC AMD Ryzen7 5700G(8Cores 3.8GHz UP to 4.60 GHz) 16GB DDR4 3200MHz RAM Nvme 1TB SSD AMD Radeon Vega Graphics 650W Prebulilt Desktop Computer Black,,
5.05.0 out of 5 stars (5)50+ bought in past month$599.66$599.66,,
More like this,,
"Skytech Gaming Azure Gaming PC Desktop – AMD Ryzen 7 7700X 4.5 GHz, NVIDIA RTX 4070, 1TB NVME SSD, 32GB DDR5 RAM RGB, 650W Gold PSU, 360mm AIO, 11AC Wi-Fi, Windows 11 Home 64-bit,Black",,
"4.14.1 out of 5 stars (103)50+ bought in past month$1,884.42$1,884.42",,
More like this,,
"Skytech Gaming Nebula Gaming PC Desktop – AMD Ryzen 5 3600 3.6 GHz, NVIDIA GTX 1650, 500GB NVME SSD, 16GB DDR4 RAM 3200, 600W Gold PSU, 11AC Wi-Fi, Windows 11 Home 64-bit,Black",,
4.54.5 out of 5 stars (522)100+ bought in past month$699.99$699.99,,
More like this,,
"SponsoredLXZ Desktop Computer AMD Ryzen 7-5700G 8 core 3.9GHz, 16G DDR4 RAM, 1TB NVME SSD, Tower Computer for Gaming, Home and Office (Black)",,
5.05.0 out of 5 stars (1)$639.61$639.61Typical: $689.99$689.99,,
More like this,,
"SponsoredACEMAGIC Mini PC Mini Computers Ryzen 9 6900HX (up to 4.9Ghz), Mini Gaming PC with 32GB (16GB*2) DDR5 1TB NVMe SSD, Desktop Computers AMD Radeon 680M, RGB Lights/WiFi6/BT5.2/Dual Channel/3 Modes",,
4.64.6 out of 5 stars (17)$599.00$599.00Only 19 left in stock - order soon.,,
More like this,,
"CyberPowerPC Gamer Xtreme VR Gaming PC, Intel Core i9-14900KF 3.2GHz, GeForce RTX 4070 Super 12GB, 32GB DDR5, 2TB PCIe Gen4 SSD, WiFi Ready & Windows 11 Home (GXiVR8080A38)",,
"4.54.5 out of 5 stars (194)500+ bought in past month$1,839.99$1,839.99$164.30 deliveryShips to India",,
More like this,,
"Skytech Archangel Gaming PC Desktop, Ryzen 7 5700 3.7 GHz (4.6GHz Turbo Boost), NVIDIA RTX 4070 Super 12GB GDDR6X, 1TB SSD, 16GB DDR4 RAM 3200, 650W Gold PSU, Wi-Fi, Win 11 Home",,
"5.05.0 out of 5 stars (3)50+ bought in past month$1,349.99$1,349.99$135.89 deliveryShips to IndiaOnly 3 left in stock (more on the way).",,
More like this,,
"SponsoredGaming PC Desktop Intel 12th I5-12400F, 6 core 2.5GHz Desktop Computer, GeForce RTX 3050, 32G DDR4 RAM, 1TB NVME SSD, Prebuilt Tower Computer for Gaming, Home and Office (White)",,
4.64.6 out of 5 stars (7)$849.99$849.99Only 7 left in stock - order soon.,,
More like this,,
"SponsoredSkytech Nebula Gaming PC Desktop, Intel i3 10105F 3.7 GHz (4.4GHz Turbo Boost), NVIDIA GTX 1650 4GB GDDR6, 500GB SSD, 16GB DDR4 RAM 3200, 650W Gold PSU, Wi-Fi, Win 11 Home",,
4.44.4 out of 5 stars (12)200+ bought in past month$549.99$549.99List: $599.99$599.99$123.05 deliveryShips to India,,
More like this,,
"Skytech Gaming Nebula Gaming PC Desktop – Intel Core i5 13400F 2.5 GHz, NVIDIA RTX 4060, 1TB NVME SSD, 16GB DDR4 RAM 3200, 600W Gold PSU, 11AC Wi-Fi, Windows 11 Home 64-bit,Black",,
4.54.5 out of 5 stars (680)500+ bought in past month$849.99$849.99$128.07 deliveryShips to India,,
More like this,,
"CyberPowerPC Gamer Master Gaming PC, AMD Ryzen 7 8700F 4.1GHz, GeForce RTX 4060 Ti 8GB, 16GB DDR5, 1TB PCIe Gen4 SSD, WiFi Ready & Windows 11 Home (GMA2900A)",,
"4.64.6 out of 5 stars (644)500+ bought in past month$1,099.99$1,099.99$120.66 deliveryShips to IndiaOnly 2 left in stock (more on the way).",,
"SponsoredP3 Lite Mini Gaming PC, AMD Ryzen 7 6800H(up to 4.7 GHz) 24GB DDR5 1TB PCIe 4.0 SSD Mini Desktop Computers, USB 4.0+DP+HDMI/ USB3.2/ Wi-Fi6E/ BT5.2 Mini PC Windows 11 Pro",,
4.64.6 out of 5 stars (17)$489.99$489.99$100.00 off coupon appliedSave $100.00  with coupon,,
More like this,,
"SponsoredMini Gaming Desktop AMD Ryzen 9 6900HX | DDR5 NVMe SSD | 3-Mode Performance Switch, 4K Triple Display, WiFi 6, Bluetooth 5.2 by Phantom Series (512, GB, 16, GB)",,
5.05.0 out of 5 stars (4)$479.99$479.99$30.00 off coupon appliedSave $30.00  with coupon Only 8 left in stock - order soon.,,
More like this,,
"STGAubron Prebuilt Gaming PC Desktop, AMD Radeon RX 550 4G GDDR5, Intel Core I5 3.3Ghz up to 3.7Ghz, 16G Ram, 512G SSD, WiFi, BT 5.0, RGB Fan x 3, RGB Mouse Pad, Windows 10 Home",,
3.83.8 out of 5 stars (515)1K+ bought in past month$489.99$489.99,,
More like this,,
"Gaming Desktop Intel Core I5-12400F 6 core 2.5GHz PC Computer, RTX 4060 8G, 32G DDR4 RAM, 1TB NVME SSD, Prebuilt Gaming PC Tower Computer for Home and Office (White)",,
4.64.6 out of 5 stars (7)50+ bought in past month$929.98$929.98,,
More like this,,
"STGAubron Gaming PC, Radeon RX 590 8G GDDR5, Intel Core i5 3.2G up to 3.6G, 16G RAM, 1T SSD, 600M WiFi, BT 5.0, RGB Fan x 3, RGB BT Sound Bar, Windows 10 Home",,
3.63.6 out of 5 stars (288)100+ bought in past month$499.99$499.99Only 10 left in stock - order soon.,,
More like this,,
"Skytech Archangel Gaming PC Desktop, Ryzen 5 5500 3.6 GHz (4.2GHz Turbo Boost), NVIDIA RTX 3050 (6GB) 6GB GDDR6, 1TB SSD, 16GB DDR4 RAM 3200, 650W Gold PSU, Wi-Fi, Win 11 Home",,
4.34.3 out of 5 stars (17)200+ bought in past month$779.99$779.99$128.07 deliveryShips to IndiaOnly 2 left in stock (more on the way).,,
More like this,,
"MSI Codex R2 Gaming Desktop: Intel Core i5-14400F, Geforce RTX 4060 Ti, 16GB DDR5, 1TB m.2 NVMe SSD, 80+ Gold PSU, WiFi, Keyboard & Mouse, DIY Friendly, Windows 11 Home: A14NUD5-213US",,
"4.34.3 out of 5 stars (116)100+ bought in past month$999.00$999.00List: $1,199.99$1,199.99$132.23 deliveryShips to India",,
More like this,,
"Laptop Screen Extender, 15.6'' Laptop Monitor Extender with 86% NTSC FHD 1080P Display, Detachable Triple Portable Monitor Compatible with Windows/Mac/DeX/Chrome, Also Works with Desktop/Mini PC",,
4.44.4 out of 5 stars (194)50+ bought in past month$399.00$399.00Join Prime to buy this item at $299.00,,
More like this,,
"KTC 27 Inch QHD Computer Monitor, 2K 100Hz IPS Gaming Monitor, 1440P Frameless Eye Care PC Office Monitor with HDMI/DP, FreeSync & G-Sync, HDR10, VESA, Tilt Adjustable",,
4.54.5 out of 5 stars (915)500+ bought in past month$139.99$139.99$40.00 off coupon appliedSave $40.00  with coupon,,
More like this,,
"memzuoix 27 Inch Computer Monitor 100Hz FHD,1920 x 1080P Gaming Monitor with HDMI VGA Display Ports,3ms Response,Dual Speakers,FreeSync,100×100mm VESA Mount,IPS Screen for Gaming Home Office",,
4.64.6 out of 5 stars (109)300+ bought in past month$99.99$99.99,,
More like this,,
"AYY Portable Monitor for Laptop 15 Inch, FHD 1080P USB-C HDMI Travel Monitor External for Computer, Second Display HDR IPS Gaming Monitor Extender for PC MAC Phone PS4/5 Xbox Switch, Built-in Speakers",,
4.54.5 out of 5 stars (329)3K+ bought in past month$53.99$53.99,,
More like this,,
"ZZA Curved Monitor 34 Inch, WQHD Monitor 3440 x 1440 R1500 up to165Hz/144HZ Refresh Rate, 1ms Response Time, FreeSync & G-Sync, HDR10, 122% sRGB, DP/HDMI, VESA Mount Compatible",,
4.44.4 out of 5 stars (102)200+ bought in past month$239.99$239.99$20.00 off coupon appliedSave $20.00  with coupon,,
More like this,,
"STGAubron Gaming PC Desktop, Radeon RX 580 16G GDDR5, Intel Core i7 3.4G up to 3.9G, 16G RAM, 512G SSD, 600M WiFi, BT 5.0, RGB Fan x 2, RGB Mouse Pad, RGB BT Sound Bar, Windows 10 Home",,
3.73.7 out of 5 stars (432)500+ bought in past month$509.99$509.99,,
More like this,,
"LXZ Desktop Computer AMD Ryzen 7-5700G 8 core 3.9GHz, 16G DDR4 RAM, 1TB NVME SSD, Tower Computer for Gaming, Home and Office (White)",,
3.53.5 out of 5 stars (4)$639.99$639.99Only 15 left in stock - order soon.,,
