Name,Price,Rating
4.44.4 out of 5 stars (331)2K+ bought in past month$38.99$38.99,,
More like this,,
"Logitech C920x HD Pro Webcam, Full HD 1080p/30fps Video Calling, Clear Stereo Audio, HD Light Correction, Works with Skype, Zoom, FaceTime, Hangouts, PC/Mac/Laptop/Macbook/Tablet - Black 1080p",,
"4.64.6 out of 5 stars (20,015)10K+ bought in past month$69.90$69.90",,
Amazon's Choice More like this,,
"GameSir G7 SE Wired Controller for Xbox Series X|S, Xbox One & Windows 10/11, Plug and Play Gaming Gamepad with Hall Effect Joysticks/Hall Trigger, 3.5mm Audio Jackby GameSir",,
"4.44.4 out of 5 stars (7,745)20K+ bought in past monthXbox One$44.99$44.99",,
More like this,,
"Syntech USB C to USB Adapter Pack of 2 USB C Male to USB 3.0 Female Adapter Compatible with MacBook Pro Air 2024, Microsoft Surface, iPad,Samsung Notebook, Dell XPS and More Type C Devices,Space Grey USB Type C, USB 3.0",,
"4.74.7 out of 5 stars (173,967)10K+ bought in past month$9.99$9.99($5.00$5.00/Count)List: $12.99$12.9915% off coupon appliedSave 15%  with coupon",,
Best Seller More like this,,
"Logitech G502 HERO High Performance Wired Gaming Mouse, HERO 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC / Mac",,
"4.64.6 out of 5 stars (53,549)10K+ bought in past month",,
No featured offers available$37.23(17 used & new offers),,
Best Seller More like this,,
"Highwings 8K 10K 4K HDMI Cable 48Gbps 6.6FT/2M, Certified Ultra High Speed HDMI Cable Braided Cord-4K@120Hz 8K@60Hz, DTS:X, HDCP 2.2 & 2.3, HDR 10 Compatible with Roku TV/PS5/HDTV/Blu-ray HDMI",,
"4.74.7 out of 5 stars (32,335)10K+ bought in past month$9.99$9.995% off coupon appliedSave 5%  with coupon",,
